JobID,Job Title,Company,Recruiter,Industry,Role,Seniority,SalaryMin,SalaryMax,SalaryPeriod,ContractType,ContractLength (Months),Location,Remote,Office Days,PostedOn,Link
8,Data Analyst,Premier Group,TRUE,Sales,Data Analyst,Base,35000,40000,Annual,,,Woking,Hybrid,,Feb-25,https://www.linkedin.com/jobs/view/4147798572/
165,Senior Analyst,JSS Search,TRUE,Technology,Data Analyst,Senior,,80000,Annual,,,London,Hybrid,3,Mar-24,https://www.linkedin.com/jobs/view/4177522397/
9,Data Analyst,Premier Group,TRUE,Technology,Data Analyst,Base,50000,60000,Annual,,,Winchester,Hybrid,2,Jan-25,https://www.linkedin.com/jobs/view/4132268652/
194,Senior Analyst,Harnham,TRUE,Marketing,Data Analyst,Senior,,85000,Annual,,,London,Hybrid,4,Mar-24,https://www.linkedin.com/jobs/view/4192400360/
157,Senior Analytics Engineer,Genie AI,FALSE,Technology,Analytics Engineer,Senior,60000,85000,Annual,,,London,Remote,,Mar-24,https://www.linkedin.com/jobs/view/4178042971/
170,Senior BI Analyst,Harnham,TRUE,Retail,BI Analyst,Senior,55000,65000,Annual,,,Southhampton,Hybrid,2,Mar-24,https://www.linkedin.com/jobs/view/4177747656/
72,Senior BI Analyst - Alteryx,Cedar,TRUE,Finace,BI Analyst,Senior,,65000,Annual,,,London,Hybrid,2,Dec-24,https://www.linkedin.com/jobs/view/4106234949/
22,Lead Data Scientist,GradBay,TRUE,,Data Scientist,Lead,,90000,Annual,,,Bristol,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4105037016/
139,Senior Business Analyst,Local Government Association,FALSE,Government,Data Analyst,Senior,48710,52894,Annual,Contract,12 Months,London,Hybrid,,Feb-25,https://www.linkedin.com/jobs/view/4145079689/
127,Senior Business Intelligence Analyst,Notting Hill Genesis,FALSE,Voluntary,BI Analyst,Senior,50800,56300,Annual,Contract,,London,Hybrid,,Feb-25,https://www.linkedin.com/jobs/view/4153158245/
10,Data Analyst,RED10,TRUE,Finance,Data Analyst,Base,,50000,Annual,Permanent,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4075485689/
117,Senior Cancer Data Insights Analyst,Macmillan,FALSE,Voluntary,Insights Analyst,Senior,45000,50500,Annual,,,London,Remote,,Dec-24,https://www.linkedin.com/jobs/view/4102938658/
46,Lead Data Scientist,Monzo Bank,FALSE,Finance,Data Scientist,Lead,95000,115000,Annual,,,London,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4068449695/
47,Lead Data Scientist,Practicus,TRUE,Voluntary,Data Scientist,Lead,49000,58000,Annual,,,United Kingdom,Remote,,Dec-24,https://www.linkedin.com/jobs/view/4083341849/
181,Senior Consultant - Advanced Analystics,Savanta,FALSE,Sales,Analytics,Senior,36000,44000,Annual,,,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4183885837/
73,Senior Consultant - Insights and Analytics,Curve Analytics,FALSE,Consulting,BI Analyst,Senior,55000,80000,Annual,,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4082153005/
74,Senior Data and Impact Analyst,Helpforce,FALSE,Healthcare,Insights Analyst,Base,37000,40000,Annual,,,United Kingdom,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4146725701/
198,Senior Data Consultant,Fynity,TRUE,Consulting,Data,Consultant,60000,75000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4196296852/
129,Senior Data Consultant - Data Excellence,Intuita,FALSE,Consulting,Data,Consultant,45000,65000,Annual,,,England,Hybrid,,Feb-25,https://www.linkedin.com/jobs/view/4153179122/
75,Senior Data Insights Analyst,Pinnacle Pet,FALSE,Finance,Insights Analyst,Senior,,40000,Annual,,,Hertfordshire,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4102272780/
77,Senior Data Science Manager - Core,Monzo Bank,FALSE,Finance,Data Scientist,Manager,110000,130000,Annual,,,London,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4065991809/
76,Senior Data Science Manager - EU Expansion,Monzo Bank,FALSE,Finance,Data Scientist,Manager,110000,130000,Annual,,,London,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4137293447/
167,Senior Data Visualisation & Automation Analyst,B&Q,FALSE,Retail,Data Analyst,Base,50000,,Annual,,,Southhampton,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4114588393/
11,Data Analyst,Robert Walters,TRUE,Conglomerate,Data Analyst,Base,30000,40000,Annual,,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4096153840/
173,Senior Data/BI Analyst,Morson Talent,TRUE,Manufacturing,BI Analyst,Senior,,70000,Annual,,,Essex,Hybrid,3,Mar-24,https://www.linkedin.com/jobs/view/4190226201/
12,Data Analyst,Saragossa,TRUE,Finance,Data Analyst,Base,,90000,Annual,Permanent,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4090316056/
13,Data Analyst,Simpson Judge,TRUE,Logistics,Data Analyst,Base,50000,60000,Annual,Permanent,,,Yes,,Dec-24,https://www.linkedin.com/jobs/view/4074215245/
197,Lead Data Scientist,Burns Sheehan,TRUE,Finance,Data Scientist,Lead,100000,120000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4198000528/
14,Data Analyst,Spencer Scott,TRUE,Energy,Data Analyst,Base,40000,50000,Annual,Permanent,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4103684748/
16,Data Analyst,The Graduate Project,TRUE,,Data Analyst,Base,28000,31000,Annual,Permanent,,London,No,,Jan-25,https://www.linkedin.com/jobs/view/4113638252/
17,Data Analyst,Understanding Recruitment,TRUE,Energy,Data Analyst,Base,60000,70000,Annual,Permanent,,London,Hybrid,2,Dec-24,https://www.linkedin.com/jobs/view/4084770630/
18,Data Analyst,ECW Search,TRUE,Manufacturing,Data Analyst,Base,33000,35000,Annual,Permanent,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4103699917/
193,Senior Decision Analyst,Harnham,TRUE,Finance,Decision Analyst,Senior,50000,65000,Annual,,,London,Hybrid,2,Mar-24,https://www.linkedin.com/jobs/view/4176453019/
52,Data Analyst,Bodhi,FALSE,Technology,Data Analyst,Base,,365.2,Daily,Contract,12 Months,Surrey,Hybrid,3,Dec-24,https://www.linkedin.com/jobs/view/4102584633/
161,Product Data Scientist,Principle,TRUE,Technology,Data Scientist,Lead,110000,125000,Annual,,,United Kingdom,Remote,,Feb-24,https://www.linkedin.com/jobs/view/4145963050/
25,Senior Data Scientist,Smart Spaces,FALSE,Technology,Data Scientist,Senior,75000,90000,Annual,,,London,Hybrid,3,Nov-24,https://www.linkedin.com/jobs/view/4081829787/
79,Senior Decision Scientist,Monzo Bank,FALSE,Finance,Decision Analyst,Senior,70000,100000,Annual,,,London,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4086257871/
156,Senior Data Scientist,DuckDuckGo,FALSE,Technology,Data Scientist,Senior,,136800,Annual,,,United Kingdom,Remote,,Mar-24,https://www.linkedin.com/jobs/view/4180095927/
183,Senior Data Scientist,Trust in SODA,TRUE,Finance,Data Scientist,Senior,60000,100000,Annual,,,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4177757991/
144,Data Analyst,Stratospherec Limited,TRUE,Technology,Data Analyst,Base,45000,50000,Annual,Permanent,,Guildford,On-site,,Aug-24,https://www.linkedin.com/jobs/view/4001555699/
151,Data Analyst,Michael Page,TRUE,Retail,Data Analyst,Base,36000,44000,Annual,,,Woking,On-site,,Jul-24,https://www.linkedin.com/jobs/view/3952095718/
128,Senior Digital Product Analyst,Harnham,TRUE,Academia,Product Analyst,Senior,,65000,Annual,,,London,Hybrid,2,Feb-25,https://www.linkedin.com/jobs/view/4151604276/
179,Data Analyst,Burns Sheehan,TRUE,Technology,Data Analyst,Base,80000,100000,Annual,,,London,Hybrid,3,Mar-24,https://www.linkedin.com/jobs/view/4187231807/
219,Data Analyst,Button Tech,FALSE,,Data Analyst,Base,40000,50000,Annual,Permanent,,London,On-site,,Apr-24,https://www.linkedin.com/jobs/view/4194859627/
65,Senior Insights Analyst,Scalexperts,TRUE,Healthcare,Insights Analyst,Senior,55000,60000,Annual,,,London,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4138043050/
66,Senior Insights Analyst,Virgin Money,FALSE,Finance,Insights Analyst,Senior,36800,46000,Annual,,,United Kingdom,Remote,,Dec-24,https://www.linkedin.com/jobs/view/4086419413/
184,Senior Data Scientist,Understanding Recruitment,TRUE,Energy,Data Scientist,Senior,75000,100000,Annual,,,London,Hybrid,3,Mar-24,https://www.linkedin.com/jobs/view/4175821730/
152,Senior Insights Analyst,SSE Plc,FALSE,Energy,Insights Analyst,Senior,45400,68200,Annual,Permanent,,Reading,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/3796711766/
186,Senior Data Scientist,Intellect Group,FALSE,HR,Data Scientist,Senior,55000,65000,Annual,,,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4173943161/
200,Senior Insights Analyst,Digital Waffle,TRUE,Consulting,Insights Analyst,Senior,55000,60000,Annual,,,London,Hybrid,2,Apr-24,https://www.linkedin.com/jobs/view/4193732146/
187,Senior Data Scientist,Harnham,TRUE,Sports,Data Scientist,Senior,80000,90000,Annual,,,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4012923902/
213,Senior Insights Analyst,Response Informatics,TRUE,,Insights Analyst,Senior,,55000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4194710031/
95,Customer Data Analyst,Harnham,TRUE,Retail,Data Analyst,Base,30000,40000,Annual,Contract,12 Months,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4097011516/
125,Senior Insights Analyst - SEND,Venn Group,TRUE,Government,Insights Analyst,Senior,,500,Daily,Contract,6 Months,East of England,Hybrid,1,Feb-25,https://www.linkedin.com/jobs/view/4150624647/
195,Senior Data Scientist,Harnham,TRUE,Finace,Data Scientist,Senior,75000,80000,Annual,,,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4178407156/
115,Senior Product Analyst - Data Enrichment,Sarayi,FALSE,Technology,Product Analyst,Senior,95000,110000,Annual,,,London,Remote,,Jan-25,https://www.linkedin.com/jobs/view/4093149571/
80,Senior Provisioning and Forecasting Modeller - Borrowing,Monzo Bank,FALSE,Finance,Data Scientist,Senior,55000,95000,Annual,,,London,Remote,,Feb-25,https://www.linkedin.com/jobs/view/4074851615/
185,Senior Quant Analyst - Sports,Harrington Starr,TRUE,Sports,Quantitative Analyst,Base,75000,85000,Annual,,,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4192211136/
86,Senior Quantitative Analyst,GSC Quant,TRUE,Finance,Quantitative Analyst,Base,125000,150000,Annual,,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4096389966/
203,Senior Data Scientist,Saga,FALSE,Finance,Data Scientist,Senior,60000,70000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4191857076/
208,Senior Data Scientist,Arrows,TRUE,Finance,Data Scientist,Senior,80000,100000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4197557840/
96,Customer Data Analyst,Salt,TRUE,Retail,Data Analyst,Base,55000,52000,Annual,,,London,Hybrid,2,Jan-25,https://www.linkedin.com/jobs/view/4119540745/
97,Customer Data Analyst,Talent Hub,TRUE,,Data Analyst,Base,40000,50000,Annual,,,Brighton,Hybrid,2,Dec-24,https://www.linkedin.com/jobs/view/4091483246/
54,Business Data Analyst,Data Idols,TRUE,,Data Analyst,Base,450,550,Daily,Contract,,London,Remote,,Dec-24,https://www.linkedin.com/jobs/view/4103735823/
87,Senior Quantitative Analyst - Sports,Source Technology,TRUE,Sports,Quantitative Analyst,Base,90000,120000,Annual,,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4088239558/
214,Senior Data Scientist,Harnham,TRUE,Finance,Data Scientist,Senior,,80000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4181193405/
215,Senior Data Scientist,Harnham,TRUE,Finance,Data Scientist,Senior,65000,80000,Annual,,,London,Hybrid,3,Apr-24,https://www.linkedin.com/jobs/view/4199801030/
199,Senior Data Scientist ,Omnis Partner,TRUE,Sales,Data Scientist,Senior,90000,120000,Annual,,,London,Hybrid,,Apr-24,https://www.linkedin.com/jobs/view/4197477457/
103,Senior Quantitative Developer/Engineer,IntelixAI,TRUE,Finance,Quantitative Analyst,Base,100000,175000,Annual,,,London,On-site,,Feb-25,https://www.linkedin.com/jobs/view/4102554980/
78,Senior Data Scientist - Loyalty,Data Idols,TRUE,Retail,Data Scientist,Senior,80000,90000,Annual,,,London,Hybrid,,Dec-24,https://www.linkedin.com/jobs/view/4086462507/
55,Business Data Analyst,Nobul Resourcing Solutions,TRUE,,Data Analyst,Base,45000,55000,Annual,,,United Kingdom,Remote,,Jan-25,https://www.linkedin.com/jobs/view/4104785831/
169,Statistician (Marketing Science Lead) ,Empresaria Group,TRUE,,Data Scientist,Base,460,580,Daily,Contract,6,London,Hybrid,,Mar-24,https://www.linkedin.com/jobs/view/4181590499/
90,Web Analyst,Harnham,TRUE,Retail,Data Analyst,Base,45000,60000,Annual,Contract,12 Months,Wallingford,Hybrid,,Jan-25,https://www.linkedin.com/jobs/view/4132391462/
